Age,Tenure,NumOfProducts,EstimatedSalary,Exited,Tenure/NumOfProducts,ESalary/Age,Tenure/Age,Balance/ESalary,ESalary/Tenure,Geography_Germany,Geography_Spain,Gender_Male,HasCrCard_1,IsActiveMember_1,AgeRanges_2,AgeRanges_3,AgeRanges_4,AgeRanges_5,CreditScoreRanges_2,CreditScoreRanges_3,CreditScoreRanges_4,CreditScoreRanges_5,SmallerThan405_1,HasBalance_1
27.0,8,2.0,192247.35,0,4.0,7120.272222222223,0.2962962962962963,0.0,21360.816666666666,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
28.0,1,2.0,68759.57,0,0.5,2455.698928571429,0.03571428571428571,1.0364232935139064,34379.785,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
41.0,2,2.0,75937.47,0,1.0,1852.1334146341464,0.04878048780487805,0.0,25312.49,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
35.0,8,2.0,84569.13,0,4.0,2416.2608571428573,0.22857142857142856,0.0,9396.57,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
58.0,7,1.0,190696.35,1,7.0,3287.868103448276,0.1206896551724138,0.6099412495309953,23837.04375,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1
36.0,5,1.0,67468.67,0,5.0,1874.1297222222222,0.1388888888888889,1.3656731339153416,11244.778333333334,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1
26.0,1,2.0,104435.94,0,0.5,4016.7669230769234,0.038461538461538464,0.0,52217.97,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
42.0,2,1.0,47166.55,0,2.0,1123.0130952380953,0.047619047619047616,3.766230305163299,15722.183333333334,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1
35.0,0,2.0,119899.52,0,0.0,3425.7005714285715,0.0,0.0,119899.52,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
48.0,8,1.0,173498.45,0,8.0,3614.551041666667,0.16666666666666666,0.9682945294323955,19277.605555555558,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1
36.0,2,2.0,93249.26,0,1.0,2590.257222222222,0.05555555555555555,0.8823163851380699,31083.086666666666,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1
49.0,3,2.0,142917.54,0,1.5,2916.6844897959186,0.061224489795918366,0.0,35729.385,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0
48.0,6,1.0,111755.8,0,6.0,2328.2458333333334,0.125,1.0018539529939385,15965.114285714286,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
34.0,1,1.0,108543.21,0,1.0,3192.4473529411766,0.029411764705882353,1.2136814453893523,54271.605,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1
29.0,1,1.0,180345.44,0,1.0,6218.808275862069,0.034482758620689655,0.0,90172.72,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
36.0,8,2.0,99444.02,0,4.0,2762.333888888889,0.2222222222222222,1.0884426232970066,11049.335555555555,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1
46.0,9,1.0,109563.28,0,9.0,2381.810434782609,0.1956521739130435,0.8985144475411836,10956.328,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
32.0,3,1.0,92568.07,0,3.0,2892.7521875,0.09375,1.2373638123815263,23142.0175,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1
35.0,6,2.0,37976.36,0,3.0,1085.038857142857,0.17142857142857143,4.938089379814179,5425.194285714286,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
42.0,9,1.0,103315.74,0,9.0,2459.8985714285714,0.21428571428571427,1.293473385565452,10331.574,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
52.0,7,2.0,173952.5,0,3.5,3345.2403846153848,0.1346153846153846,0.0,21744.0625,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0
44.0,0,2.0,34673.98,0,0.0,788.0450000000001,0.0,2.444052571986256,34673.98,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
31.0,7,2.0,46163.44,0,3.5,1489.1432258064517,0.22580645161290322,2.6124435267389083,5770.43,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1
29.0,9,2.0,140676.98,0,4.5,4850.930344827587,0.3103448275862069,0.0,14067.698,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
39.0,4,2.0,151738.54,0,2.0,3890.731794871795,0.10256410256410256,0.8420494226450314,30347.708000000002,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1
46.0,9,1.0,14679.81,1,9.0,319.1263043478261,0.1956521739130435,0.0,1467.981,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
33.0,0,1.0,175544.02,0,0.0,5319.515757575758,0.0,0.0,175544.02,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
62.0,5,2.0,181964.6,0,2.5,2934.9129032258065,0.08064516129032258,0.0,30327.433333333334,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
53.0,10,1.0,136886.86,0,10.0,2582.7709433962264,0.18867924528301888,1.2256323214660634,12444.259999999998,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1
37.0,6,1.0,122218.23,0,6.0,3303.1954054054054,0.16216216216216217,0.784216888102536,17459.74714285714,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
35.0,10,2.0,180439.75,0,5.0,5155.421428571429,0.2857142857142857,0.0,16403.613636363636,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
62.0,7,2.0,190419.81,0,3.5,3071.287258064516,0.11290322580645161,0.7074615818595765,23802.47625,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1
33.0,3,2.0,58685.59,0,1.5,1778.351212121212,0.09090909090909091,0.0,14671.3975,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
28.0,8,3.0,89017.38,1,2.6666666666666665,3179.192142857143,0.2857142857142857,1.374835116468267,9890.82,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
26.0,2,2.0,50051.42,0,1.0,1925.0546153846153,0.07692307692307693,0.0,16683.806666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,5,2.0,146041.45,0,2.5,5841.658,0.2,1.0818377248377087,24340.24166666667,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
29.0,8,2.0,191166.09,0,4.0,6591.9341379310345,0.27586206896551724,0.0,21240.676666666666,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
42.0,2,1.0,103516.08,1,2.0,2464.6685714285713,0.047619047619047616,1.1914222408731088,34505.36,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
27.0,9,1.0,164825.04,0,9.0,6104.631111111112,0.3333333333333333,0.45662455170646404,16482.504,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
43.0,6,2.0,172557.77,0,3.0,4012.971395348837,0.13953488372093023,0.7987123964339595,24651.109999999997,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
36.0,4,2.0,84320.94,0,2.0,2342.2483333333334,0.1111111111111111,1.572313117002728,16864.188000000002,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1
36.0,5,1.0,122662.98,0,5.0,3407.305,0.1388888888888889,1.2719510809210735,20443.829999999998,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
34.0,8,1.0,72085.1,0,8.0,2120.15,0.23529411764705882,0.0,8009.455555555556,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
62.0,9,1.0,110932.24,1,9.0,1789.2296774193549,0.14516129032258066,1.2390755834372404,11093.224,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
36.0,4,2.0,143635.36,0,2.0,3989.8711111111106,0.1111111111111111,0.0,28727.071999999996,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0
33.0,8,2.0,3710.34,0,4.0,112.43454545454546,0.24242424242424243,44.277537907577205,412.26,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
47.0,5,2.0,179843.33,0,2.5,3826.4538297872336,0.10638297872340426,0.0,29973.888333333332,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
56.0,1,2.0,10643.38,0,0.5,190.06035714285713,0.017857142857142856,0.0,5321.69,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
31.0,2,2.0,131167.98,0,1.0,4231.225161290323,0.06451612903225806,0.8567143444612015,43722.66,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1
39.0,10,2.0,10553.31,0,5.0,270.5976923076923,0.2564102564102564,0.0,959.3918181818182,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
34.0,6,2.0,130928.22,0,3.0,3850.83,0.17647058823529413,0.0,18704.03142857143,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
41.0,5,1.0,157003.99,0,5.0,3829.3656097560975,0.12195121951219512,0.0,26167.331666666665,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
29.0,1,1.0,138527.56,0,1.0,4776.812413793104,0.034482758620689655,1.1141019158931262,69263.78,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1
37.0,3,2.0,167032.49,0,1.5,4514.391621621621,0.08108108108108109,0.667132304619299,41758.1225,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1
30.0,6,2.0,41642.29,0,3.0,1388.0763333333334,0.2,0.0,5948.898571428572,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34.0,2,2.0,9677.0,0,1.0,284.61764705882354,0.058823529411764705,14.197593262374701,3225.6666666666665,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
37.0,3,2.0,147012.22,0,1.5,3973.3032432432433,0.08108108108108109,0.0,36753.055,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0
56.0,5,1.0,80553.87,0,5.0,1438.4619642857142,0.08928571428571429,1.3859306821633772,13425.644999999999,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
48.0,3,1.0,30730.95,1,3.0,640.228125,0.0625,0.0,7682.7375,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
36.0,4,1.0,140134.43,0,4.0,3892.6230555555553,0.1111111111111111,0.5961659101193048,28026.886,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
50.0,6,1.0,91936.1,1,6.0,1838.7220000000002,0.12,1.5808671457675494,13133.728571428572,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
31.0,1,1.0,178252.63,0,1.0,5750.084838709678,0.03225806451612903,1.0479305130028096,89126.315,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
35.0,8,1.0,198674.08,0,8.0,5676.402285714285,0.22857142857142856,0.29516396904920866,22074.897777777776,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1
41.0,5,1.0,28266.9,1,5.0,689.4365853658537,0.12195121951219512,0.0,4711.150000000001,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
44.0,3,1.0,92381.01,0,3.0,2099.568409090909,0.06818181818181818,1.4845981874413368,23095.2525,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
49.0,7,1.0,135180.11,0,7.0,2758.7777551020404,0.14285714285714285,0.5918121386348923,16897.51375,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
21.0,6,2.0,27330.59,0,3.0,1301.4566666666667,0.2857142857142857,3.161385099992353,3904.37,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
42.0,5,2.0,125305.34,0,2.5,2983.460476190476,0.11904761904761904,0.0,20884.22333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
51.0,1,1.0,149648.45,0,1.0,2934.2833333333338,0.0196078431372549,0.8210892929395527,74824.225,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1
25.0,0,1.0,59887.15,0,0.0,2395.486,0.0,1.6288016711431417,59887.15,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
46.0,1,2.0,45041.32,0,0.5,979.1591304347826,0.021739130434782608,3.7926630480634222,22520.66,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1
48.0,1,2.0,113316.77,1,0.5,2360.7660416666668,0.020833333333333332,0.8571892756914974,56658.385,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
41.0,8,1.0,39087.42,0,8.0,953.3517073170731,0.1951219512195122,3.9372168846140267,4343.046666666666,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1
43.0,6,2.0,7330.59,0,3.0,170.47883720930233,0.13953488372093023,0.0,1047.2271428571428,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
57.0,8,2.0,95463.29,0,4.0,1674.7945614035086,0.14035087719298245,0.0,10607.032222222222,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
32.0,4,2.0,167848.02,0,2.0,5245.250625,0.125,0.0,33569.604,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0
49.0,5,1.0,93953.84,1,5.0,1917.425306122449,0.10204081632653061,1.4364077082959035,15658.973333333333,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
39.0,7,2.0,174227.66,0,3.5,4467.375897435898,0.1794871794871795,0.8244246636842851,21778.4575,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1
32.0,9,1.0,135399.21,0,9.0,4231.2253125,0.28125,1.0894173607069053,13539.920999999998,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
62.0,1,2.0,195635.3,1,0.5,3155.408064516129,0.016129032258064516,0.0,97817.65,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
43.0,8,1.0,97508.04,1,8.0,2267.628837209302,0.18604651162790697,1.9508899984042343,10834.226666666666,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
32.0,2,1.0,188083.77,1,2.0,5877.6178125,0.0625,0.9168721469162384,62694.59,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
41.0,7,1.0,116704.25,0,7.0,2846.4451219512193,0.17073170731707318,0.9766586049779679,14588.03125,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1
53.0,6,2.0,97614.87,0,3.0,1841.79,0.11320754716981132,0.0,13944.981428571427,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
38.0,4,2.0,186884.04,0,2.0,4918.001052631579,0.10526315789473684,0.0,37376.808000000005,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
25.0,10,2.0,131501.72,0,5.0,5260.0688,0.4,0.5853012416871809,11954.701818181818,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
38.0,1,2.0,24302.95,0,0.5,639.5513157894737,0.02631578947368421,3.633021094147007,12151.475,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1
48.0,1,1.0,110510.28,1,1.0,2302.2975,0.020833333333333332,1.5458603489195755,55255.14,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
44.0,6,2.0,108488.33,1,3.0,2465.6438636363637,0.13636363636363635,0.9966269183054066,15498.332857142857,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1
36.0,4,1.0,197015.2,0,4.0,5472.644444444445,0.1111111111111111,0.0,39403.04,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
40.0,8,1.0,27689.77,0,8.0,692.24425,0.2,0.0,3076.641111111111,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
45.0,7,3.0,9217.55,1,2.3333333333333335,204.83444444444442,0.15555555555555556,14.083828132204328,1152.19375,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
35.0,2,2.0,15068.18,0,1.0,430.5194285714286,0.05714285714285714,10.880138809066525,5022.7266666666665,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
28.0,7,2.0,7797.01,0,3.5,278.46464285714285,0.25,0.0,974.62625,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
38.0,5,2.0,4400.32,0,2.5,115.7978947368421,0.13157894736842105,23.050664497127485,733.3866666666667,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
39.0,9,1.0,182025.95,0,9.0,4667.332051282052,0.23076923076923078,0.644422732033537,18202.595,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
32.0,1,1.0,122763.95,0,1.0,3836.3734375,0.03125,1.411984788694075,61381.975,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
42.0,4,2.0,38152.01,0,2.0,908.3811904761906,0.09523809523809523,0.0,7630.402,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0
33.0,3,1.0,63163.99,0,3.0,1914.060303030303,0.09090909090909091,2.126980420331268,15790.9975,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
45.0,9,2.0,73418.29,0,4.5,1631.5175555555554,0.2,1.4373209999851535,7341.829,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
60.0,6,1.0,17978.68,1,6.0,299.6446666666667,0.1,0.0,2568.382857142857,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
43.0,4,3.0,115136.51,1,1.3333333333333333,2677.5932558139534,0.09302325581395349,0.0,23027.302,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
36.0,6,1.0,149575.59,0,6.0,4154.8775,0.16666666666666666,0.7099560830747852,21367.941428571427,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
45.0,4,1.0,60917.24,1,4.0,1353.7164444444445,0.08888888888888889,0.7410780593474031,12183.448,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
62.0,7,1.0,142548.33,0,7.0,2299.1666129032255,0.11290322580645161,0.6461921370808063,17818.54125,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1
25.0,7,2.0,157878.67,0,3.5,6315.1468,0.28,0.0,19734.83375,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
38.0,0,1.0,12796.43,0,0.0,336.74815789473683,0.0,10.031425952394535,12796.43,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1
42.0,2,2.0,18657.77,0,1.0,444.23261904761904,0.047619047619047616,0.0,6219.256666666667,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0
62.0,3,1.0,134589.58,0,3.0,2170.799677419355,0.04838709677419355,0.7916328292279388,33647.395,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1
43.0,8,1.0,10350.74,0,8.0,240.71488372093023,0.18604651162790697,14.068401872716347,1150.0822222222223,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
37.0,8,1.0,66013.27,0,8.0,1784.1424324324325,0.21621621621621623,2.1441332931999884,7334.807777777778,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1
32.0,2,2.0,5907.11,0,1.0,184.5971875,0.0625,9.652276663207559,1969.0366666666666,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
42.0,9,1.0,74077.91,0,9.0,1763.759761904762,0.21428571428571427,0.0,7407.791,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
51.0,3,3.0,77294.56,1,1.0,1515.5796078431372,0.058823529411764705,0.0,19323.64,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
35.0,8,2.0,54359.02,1,4.0,1553.114857142857,0.22857142857142856,2.315806098049597,6039.891111111111,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1
32.0,5,1.0,156124.93,0,5.0,4878.9040625,0.15625,0.3960001775501197,26020.821666666667,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1
35.0,8,2.0,94820.85,0,4.0,2709.167142857143,0.22857142857142856,0.0,10535.650000000001,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
40.0,6,1.0,155155.25,0,6.0,3878.88125,0.15,0.0,22165.035714285714,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
40.0,2,1.0,128702.1,1,2.0,3217.5525000000002,0.05,0.8000445214180655,42900.700000000004,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
25.0,2,1.0,22745.5,0,2.0,909.82,0.08,7.551847618210195,7581.833333333333,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1
40.0,1,2.0,71865.31,1,0.5,1796.63275,0.025,1.2948060754208115,35932.655,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1
36.0,7,2.0,84294.82,0,3.5,2341.522777777778,0.19444444444444445,1.9107299831709708,10536.8525,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
48.0,7,1.0,149139.13,0,7.0,3107.0652083333334,0.14583333333333334,0.6075691872414704,18642.39125,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
28.0,5,2.0,185489.11,0,2.5,6624.6110714285705,0.17857142857142858,0.7822865719717994,30914.851666666666,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
58.0,4,1.0,176407.15,1,4.0,3041.5025862068965,0.06896551724137931,0.0,35281.43,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
45.0,9,1.0,92027.69,1,9.0,2045.0597777777778,0.2,0.0,9202.769,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
33.0,6,1.0,43932.54,0,6.0,1331.2890909090909,0.18181818181818182,3.9813932907134437,6276.077142857143,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1
46.0,1,1.0,115789.25,1,1.0,2517.157608695652,0.021739130434782608,0.906368423666273,57894.625,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
31.0,10,1.0,125777.28,0,10.0,4057.331612903226,0.3225806451612903,1.0750249170597423,11434.298181818182,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1
25.0,7,2.0,18461.9,0,3.5,738.4760000000001,0.28,0.0,2307.7375,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
36.0,6,2.0,79633.38,0,3.0,2212.0383333333334,0.16666666666666666,1.4595619324459166,11376.197142857143,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1
53.0,6,1.0,121542.29,0,6.0,2293.250754716981,0.11320754716981132,0.9149194901626422,17363.184285714284,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1
32.0,4,1.0,94739.2,0,4.0,2960.6,0.125,0.0,18947.84,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
27.0,1,1.0,93302.29,0,1.0,3455.64037037037,0.037037037037037035,1.413673769421951,46651.145,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
35.0,10,1.0,193793.78,0,10.0,5536.965142857142,0.2857142857142857,0.6425671659843778,17617.616363636364,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1
47.0,6,1.0,74835.65,0,6.0,1592.2478723404254,0.1276595744680851,0.0,10690.807142857142,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
39.0,6,1.0,56999.9,1,6.0,1461.5358974358974,0.15384615384615385,0.0,8142.842857142858,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
45.0,3,1.0,57236.44,0,3.0,1271.9208888888888,0.06666666666666667,0.8235094635515416,14309.11,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
35.0,3,2.0,81483.64,0,1.5,2328.104,0.08571428571428572,0.0,20370.91,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
45.0,9,2.0,26752.56,0,4.5,594.5013333333334,0.2,0.0,2675.2560000000003,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0
44.0,5,2.0,9200.54,0,2.5,209.10318181818184,0.11363636363636363,0.0,1533.4233333333334,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
61.0,1,1.0,22447.85,1,1.0,367.99754098360654,0.01639344262295082,0.0,11223.925,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0
51.0,5,3.0,189122.89,1,1.6666666666666667,3708.291960784314,0.09803921568627451,0.0,31520.48166666667,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
19.0,1,1.0,16161.82,0,1.0,850.6221052631579,0.05263157894736842,8.579298618596173,8080.91,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
34.0,9,1.0,68600.36,0,9.0,2017.6576470588236,0.2647058823529412,1.0248121146886109,6860.036,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1
36.0,1,2.0,447.73,0,0.5,12.436944444444444,0.027777777777777776,226.94259933442027,223.865,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1
35.0,3,1.0,15650.73,0,3.0,447.16371428571426,0.08571428571428572,0.0,3912.6825,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0
38.0,5,1.0,149599.62,0,5.0,3936.8321052631577,0.13157894736842105,0.8701280123572507,24933.27,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1
61.0,8,2.0,90304.01,0,4.0,1480.3936065573769,0.13114754098360656,1.4816871365955955,10033.778888888888,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1
24.0,7,1.0,115676.38,0,7.0,4819.849166666667,0.2916666666666667,0.918372618506907,14459.5475,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
39.0,6,1.0,38812.67,0,6.0,995.1966666666666,0.15384615384615385,3.4171568201826883,5544.667142857143,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
41.0,9,2.0,34338.21,0,4.5,837.5173170731707,0.21951219512195122,3.014797509829429,3433.821,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1
42.0,8,2.0,823.36,0,4.0,19.603809523809524,0.19047619047619047,233.66512825495528,91.48444444444445,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
36.0,1,1.0,135482.26,1,1.0,3763.396111111111,0.027777777777777776,0.0,67741.13,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0
37.0,9,3.0,10656.89,0,3.0,288.02405405405403,0.24324324324324326,0.0,1065.6889999999999,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0
38.0,3,2.0,116467.35,0,1.5,3064.930263157895,0.07894736842105263,0.0,29116.8375,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
52.0,8,1.0,96823.32,1,8.0,1861.9869230769232,0.15384615384615385,1.135290651053899,10758.146666666667,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1
44.0,5,1.0,171096.2,0,5.0,3888.55,0.11363636363636363,0.7516550338347666,28516.033333333336,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
37.0,4,1.0,79881.39,0,4.0,2158.9564864864865,0.10810810810810811,0.0,15976.278,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
37.0,10,1.0,157862.82,0,10.0,4266.562702702703,0.2702702702702703,0.43454538567092615,14351.165454545455,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
35.0,1,1.0,127951.81,0,1.0,3655.766,0.02857142857142857,0.8324893567351647,63975.905,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1
31.0,8,2.0,191074.11,0,4.0,6163.680967741935,0.25806451612903225,0.0,21230.456666666665,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
46.0,6,1.0,157333.69,1,6.0,3420.2976086956523,0.13043478260869565,0.0,22476.24142857143,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
29.0,8,1.0,133457.52,0,8.0,4601.9834482758615,0.27586206896551724,0.909101412943984,14828.613333333333,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
36.0,8,1.0,130789.6,0,8.0,3633.0444444444447,0.2222222222222222,0.5140039422094722,14532.177777777779,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
25.0,5,2.0,128373.88,0,2.5,5134.9552,0.2,0.6460180996321059,21395.646666666667,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1
39.0,4,1.0,194273.2,1,4.0,4981.364102564103,0.10256410256410256,0.0,38854.64,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
38.0,5,1.0,5684.17,1,5.0,149.5834210526316,0.13157894736842105,20.86327643261901,947.3616666666667,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1
62.0,4,1.0,131043.2,0,4.0,2113.6,0.06451612903225806,1.1139980556030378,26208.64,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1
48.0,3,1.0,21228.34,1,3.0,442.25708333333336,0.0625,3.4533731794384304,5307.085,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
